11427;27670;Abdellah Lamrani;NULL;0;Acting
11428;27671;Mohamed Khaddy;NULL;0;Acting
11429;27672;Younes Megri;NULL;0;Acting
11430;27673;Adil Besri;NULL;0;Acting
11431;27674;Mustapha Salamat;NULL;0;Acting
11432;27675;Mohamed Basri;NULL;0;Acting
11433;27678;Tom Fisher;1.01.1968;0;Acting
11434;27680;Steven Millhauser;NULL;0;Writing
11435;27682;Yvonne Erickson;NULL;0;Acting
11436;27683;Scott Nunnally;NULL;0;Acting
11437;27684;Harris Mackenzie;NULL;0;Acting
11438;27685;Zachary Mott;NULL;0;Acting
11439;27686;Ann McDonough;04/21/1949;1;Acting
11440;27687;Shane Callahan;NULL;0;Acting
11441;27688;Dan Callahan;NULL;0;Acting
11442;27689;Christin Frame;NULL;0;Acting
11443;27690;Rohn Thomas;NULL;0;Acting
11444;27691;Susan Nicholas;NULL;0;Acting
11445;27692;Tim Hartman;NULL;0;Acting
11446;27694;Jennifer Martin;NULL;0;Acting
11447;27695;Joseph Drimal;NULL;0;Directing
11448;27701;Serge Berry;01/26/1921;0;Acting
11449;27702;Jacques Disses;NULL;0;Acting
11450;27703;Sylvie Fontaine;NULL;0;Acting
11451;27704;Jacqueline Duvanel;NULL;0;Acting
11452;27705;Mony Dalm?s;07/24/1914;1;Acting
11453;27706;Bernadette Lange;NULL;1;Acting
11454;27707;Pierre Billard;NULL;0;Writing
11455;27708;Pete Handelman;NULL;0;Acting
11456;27710;Josh Braun;NULL;0;Production
11457;27711;Doug Korstanje;NULL;0;Acting
11458;27712;Betsy Zajko;NULL;0;Acting
11459;27713;Elizabeth Cazenave;NULL;0;Acting
11460;27714;Sam Nicotero;7.06.1941;1;Acting
11461;27717;Agn?s Schwab;NULL;0;Editing
11462;27721;Genevi?ve Winding;11/27/1927;1;Editing
11463;27724;Catherine Cohen;NULL;1;Writing
11464;27725;Jane Kaczmarek;12/21/1955;1;Acting
11465;27727;Marissa Ribisi;12/17/1974;1;Acting
11466;27732;Harry M. Leonard;NULL;0;Sound
11467;27739;Jennifer Jostyn;11.11.1968;1;Acting
11468;27743;Alex Poppas;NULL;0;Crew
11469;27750;Liz Keogh;NULL;0;Costume  MakeUp
11470;27755;Melissa George;8.06.1976;1;Acting
11471;27756;Robin Cowie;NULL;0;Production
11472;27757;Gregg Hale;NULL;0;Production
11473;27759;Neal Fredericks;NULL;0;Crew
11474;27775;Chelan Simmons;10/29/1982;1;Acting
11475;27776;Nanako Matsushima;10/13/1973;1;Acting
11476;27778;Miki Nakatani;1.12.1976;1;Acting
11477;27779;Y?ko Takeuchi;4.01.1980;1;Acting
11478;27780;Hitomi Sat?;10.10.1979;1;Acting
11479;27784;Rikiya ?taka;NULL;0;Acting
11480;27785;Hiroshi Takahashi;8.08.1959;0;Writing
11481;27786;K?ji Suzuki;05/13/1957;0;Writing
11482;27788;Kumiko Aso;06/17/1978;1;Acting
11483;27798;Marilyn Burns;7.05.1949;1;Acting
11484;27806;Jean-Baptiste Huynh;NULL;0;Acting
11485;27808;Luc Martin-Gousset;NULL;0;Production
11486;27809;St?phane Saporito;NULL;0;Camera
11487;27812;Monique Mercure;11/14/1930;1;Acting
11488;27814;Mary Norton;NULL;0;Writing
11489;27815;Walt deFaria;NULL;0;Production
11490;27816;Grainne Marmion;NULL;0;Production
11491;27817;Fiona Morham;NULL;0;Acting
11492;27820;Rebecca Callard;6.03.1975;1;Acting
11493;27824;Pamela Cundell;01/15/1920;1;Acting
11494;27829;Mart Dominicus;NULL;0;Writing
11495;27830;Helena van der Meulen;NULL;0;Writing
11496;27832;Marijke Aerts;NULL;0;Acting
11497;27833;Abdenbi Azzaoui;NULL;0;Acting
11498;27834;Jacqueline Blom;04/16/1961;1;Acting
11499;27835;Jan Willem Brakenhoff;NULL;0;Acting
11500;27836;Leny Breederveld;NULL;1;Acting
11501;27837;Manja Christis;NULL;0;Acting
11502;27838;Cleo Dankert;NULL;0;Acting
11503;27840;Wim Kouwenhoven;NULL;0;Acting
11504;27841;Anna Proclemer;05/30/1923;1;Acting
11505;27843;Natalia Ray;NULL;0;Acting
11506;27844;Jackie Frost;NULL;0;Acting
11507;27845;Vitaliano Brancati;NULL;0;Writing
11508;27848;Adolfo Fossataro;NULL;0;Production
11509;27849;Enzo Serafin;NULL;0;Camera
11510;27850;Fernanda Gattinoni;NULL;0;Costume  MakeUp
11511;27851;Marcello D'Amico;NULL;0;Production
11512;27852;Mario Del Papa;NULL;0;Production
11513;27853;Emimmo Salvi;NULL;0;Writing
11514;27854;Marcello Caracciolo Di Laurino;NULL;0;Directing
11515;27855;Shannyn Sossamon;10.03.1978;1;Acting
11516;27859;Eraldo Giordani;NULL;0;Sound
11517;27862;Mary Gross;03/25/1953;1;Acting
11518;27865;Alfredo Guarini;NULL;0;Production
11519;27870;Christian Golusda;NULL;0;Acting
11520;27871;Harold Bendig;NULL;0;Acting
11521;27872;Lex Wiertz;NULL;0;Acting
11522;27873;Jos van der Linden;NULL;0;Production
11523;27874;Jurriaan Andriessen;NULL;0;Sound
11524;27877;Frans Weisz;07/23/1938;0;Directing
11525;27878;Robert Swaab;NULL;0;Production
11526;27879;Vincent van Warmerdam;NULL;0;Sound
11527;27881;Olga Zuiderhoek;09/16/1946;1;Acting
11528;27882;Annet Malherbe;11/23/1957;1;Acting
11529;27883;Loes Luca;10/18/1953;1;Acting
11530;27887;Susan Orlean;10/31/1955;0;Writing
11531;27891;Marie Hor?kov?;12/28/1959;1;Acting
11532;27892;Barbara Morawiecz;03/14/1938;1;Acting
11533;27895;Chantal Bronner;NULL;1;Acting
11534;27896;Olga Val?ry;01/28/1903;1;Acting
11535;27897;Helena Zaludova;NULL;0;Acting
11536;27898;Monika Ricankova;NULL;0;Acting
11537;27899;Vicki Baum;NULL;1;Writing
11538;27900;Mathias Wittich;NULL;0;Production
11539;27901;Susi D?lfes;NULL;0;Production
11540;27902;Simone Bergmann;NULL;0;Costume  MakeUp
11541;27904;Marie Belloc Lowndes;NULL;1;Writing
11542;27905;Eliot Stannard;NULL;0;Writing
11543;27907;Gaetano di Ventimiglia;NULL;0;Camera
11544;27908;Bertram Evans;NULL;0;Art
11545;27909;E. McKnight Kauffer;NULL;0;Crew
11546;27910;Richard Bronskill;NULL;0;Sound
11547;27911;Marie Ault;1870-09-02;1;Acting
11548;27913;June Tripp;6.11.1901;1;Acting
11549;27917;Campbell Dixon;NULL;0;Writing
11550;27918;Ian Hay;NULL;0;Writing
11551;27923;Pen Tennyson;08/26/1912;0;Directing
11552;27925;Phillip Dort?;NULL;0;Crew
11553;27927;Reg Johnson;NULL;0;Camera
11554;27928;Gerry Massy-Collier;10/14/1911;0;Camera
11555;27930;Florence Kahn;NULL;1;Acting
11556;27932;Lilli Palmer;05/24/1914;1;Acting
11557;27933;Josephine Tey;NULL;1;Writing
11558;27938;A. O'Donoghue;NULL;0;Crew
11559;27939;Nova Pilbeam;11/15/1919;1;Acting
11560;27943;Pamela Carme;04/29/1902;1;Acting
11561;27950;Thorsten Schrecke;NULL;0;Acting
11562;27951;Stefan Runge;NULL;0;Crew
11563;27953;Notker Mahr;NULL;0;Camera
11564;27955;Mischa Alexander;NULL;0;Writing
11565;27960;Plien van Bennekom;NULL;0;Acting
11566;27961;Raymi Sambo;NULL;0;Acting
11567;27962;Kasper van Kooten;12/17/1971;0;Acting
11568;27964;Lauren Hutton;11/17/1943;1;Acting
11569;27965;Judith Ransdell;NULL;0;Acting
11570;27970;Chris Ambrose;NULL;0;Acting
11571;27971;Joey Krajcar;NULL;0;Acting
11572;27973;Cameron Carter;03/13/1922;0;Acting
11573;27975;Mary Faktor;NULL;0;Acting
11574;27979;Klaus-Michael Gr?ber;6.04.1941;0;Directing
11575;27980;Edith Scob;10/21/1937;1;Acting
11576;27981;Georges Aperghis;NULL;0;Sound
11577;27982;Daniel Buain;NULL;0;Acting
11578;27983;Marion Stalens;NULL;0;Acting
11579;27986;Jenny Deimling;1.01.1972;0;Acting
11580;27987;Petra Gries;NULL;0;Production
11581;27988;J?rgen Gries;NULL;0;Production
11582;27989;Martha Jangermann;NULL;0;Sound
11583;27995;Barbara Crampton;12/27/1958;1;Acting
11584;27998;Kong Jing Lei;NULL;0;Editing
11585;28001;Zhao Fei;NULL;0;Camera
11586;28003;Kaili Vernoff;NULL;1;Acting
11587;28005;Maurice Sonnenberg;NULL;0;Acting
11588;28008;Philip Levy;NULL;0;Acting
11589;28011;Howard Alden;NULL;0;Acting
11590;28012;Ted Sommer;NULL;0;Acting
11591;28013;Randy Sandke;NULL;0;Acting
11592;28014;Peter Ecklund;NULL;0;Acting
11593;28015;Joel Helleny;NULL;0;Acting
11594;28016;Chuck Wilson;NULL;0;Acting
11595;28017;Raymond Beckenstein;NULL;0;Acting
11596;28018;Lawrence Feldman;NULL;0;Acting
11597;28019;Ken Peplowski;NULL;0;Acting
11598;28021;Carole Bayeux;NULL;0;Acting
11599;28022;Kenneth Edelson;NULL;0;Acting
11600;28023;Brian McConnachie;NULL;0;Acting
11601;28024;Judy Gold;11/15/1962;1;Acting
11602;28025;Herb Lovelle;NULL;0;Acting
11603;28026;Carmen;NULL;0;Acting
11604;28028;Howard Erskine;NULL;0;Acting
11605;28029;Ira Wheeler;NULL;0;Acting
11606;28030;Tina Sloan;2.01.1943;1;Acting
11607;28032;Bob Dorian;NULL;0;Acting
11608;28034;Trude Klein;NULL;1;Acting
11609;28035;Irwin Corey;07/29/1914;0;Acting
11610;28039;Bruce Brown;NULL;0;Acting
11611;28040;Dan Moran;NULL;0;Acting
11612;28041;Suzanne McCabe;NULL;1;Costume  MakeUp
11613;28044;Merritt Wever;8.11.1980;1;Acting
11614;28046;Marion McCorry;10.10.1945;1;Acting
11615;28047;Kevin Pires;NULL;0;Acting
11616;28049;Rhonda Overby;NULL;0;Acting
11617;28051;Carl Laufs;NULL;0;Writing
11618;28053;Friedrich Zeckendorf;NULL;0;Writing
11619;28054;Walter Jurmann;NULL;0;Sound
11620;28057;Constantin Mick;NULL;0;Editing
11621;28060;Rosi Barsony;NULL;1;Acting
11622;28062;Gerda Bunnemann;NULL;0;Acting
11623;28063;Aenne Goerling;NULL;0;Acting
11624;28064;Harry Halm;01/17/1902;0;Acting
11625;28067;Genia Nikolaieva;1.02.1904;1;Acting
11626;28071;Adele Sandrock;1863-08-19;1;Acting
11627;28075;Dorothea Wieck;1.03.1908;0;Acting
11628;28079;Alisa Freyndlikh;12.08.1934;1;Acting
11629;28080;Natasha Abramova;NULL;1;Acting
11630;28081;Aleksandra Demidova;NULL;0;Production
11631;28083;Raisa Lukina;NULL;0;Sound
11632;28084;Jacques Lippe;NULL;0;Acting
11633;28085;Zhubin Li;NULL;0;Acting
11634;28086;Haiyu Xiang;NULL;0;Acting
11635;28087;Lin Zhou;NULL;0;Acting
11636;28088;Lizhen Ma;NULL;0;Acting
11637;28089;Zhou Lan;NULL;0;Acting
11638;28090;Yong Huang;NULL;0;Acting
11639;28091;Jingsheng Li;NULL;0;Acting
11640;28092;Jianlin Pan;NULL;0;Writing
11641;28093;Yougzhong Li;NULL;0;Acting
11642;28095;Eddy Wong;NULL;0;Visual Effects
11643;28096;Philippe Fourasti?;NULL;0;Directing
11644;28097;Fran?oise Collin;NULL;1;Editing
11645;28098;Rhiana Griffith;04/16/1985;1;Acting
11646;28102;Susan Norfleet;NULL;1;Acting
11647;28103;James Rothenberg;NULL;0;Acting
11648;28105;Chelsea Lagos;04/24/1973;1;Acting
11649;28106;Helen Childress;NULL;1;Writing
11650;28107;Wm. Barclay Malcolm;NULL;0;Production
11651;28109;Alexa Davalos;05/28/1982;1;Acting
11652;28110;Christina Cox;07/31/1971;1;Acting
11653;28111;Liane Forestieri;2.09.1975;1;Acting
11654;28112;Marco Girnth;2.10.1970;0;Acting
11655;28115;Ercan Durmaz;08/16/1965;0;Acting
11656;28121;Ludwig von Wohl;NULL;0;Writing
11657;28122;Otto Stransky;NULL;0;Sound
11658;28124;Max Heilbronner;NULL;0;Art
11659;28125;Helmut Schreiber;NULL;0;Production
11660;28127;Ida W?st;1884-10-10;1;Acting
11661;28128;Hedwig Wangel;1875-09-23;1;Acting
11662;28132;Erich Kestin;1895-06-25;0;Acting
11663;28135;Linda Celani;NULL;0;Acting
11664;28136;Pier Giuseppe Murgia;NULL;0;Writing
11665;28137;Claude Brul?;NULL;0;Writing
11666;28138;Pier Luigi Murgia;NULL;0;Writing
11667;28139;Isabella Spade;NULL;0;Acting
11668;28140;Anna Campori;09/22/1917;0;Acting
11669;28146;Christine Delaroche;05/24/1944;1;Acting
11670;28148;Dominique Seriana;NULL;0;Acting
11671;28149;Christiane Minazzoli;7.11.1931;1;Acting
11672;28151;Beno?t Allemane;NULL;0;Acting
11673;28158;Martin Hancock;NULL;0;Acting
11674;28159;Mark Windows;NULL;0;Acting
11675;28162;Jill M. Ohanneson;NULL;1;Costume  MakeUp
11676;28163;Lesley Beale;NULL;0;Art
11677;28165;Jennifer Savidge;7.06.1952;1;Acting
11678;28170;Jay Dee Rock;NULL;0;Writing
11679;28171;Bobby von Hayes;NULL;0;Writing
11680;28172;Micha Bayard;11/20/1930;1;Acting
11681;28173;Pierre Asso;NULL;0;Acting
11682;28174;Jean de Coninck;NULL;0;Acting
11683;28175;Bernard Salvage;NULL;0;Acting
11684;28178;Jean-Pierre Lamy;NULL;0;Acting
11685;28179;Patrick Antoine;NULL;0;Directing
11686;28180;Luce Amy;NULL;0;Writing
11687;28181;Fran?oise Verny;NULL;0;Writing
11688;28183;Michel Fortin;7.09.1937;0;Acting
11689;28184;Rosine Cadoret;NULL;1;Acting
11690;28185;Michel Bardinet;11/15/1931;0;Acting
11691;28186;Agathe Natanson;11/14/1946;0;Acting
11692;28187;Sylvia Saurel;NULL;1;Acting
11693;28188;Dominique Page;NULL;0;Acting
11694;28193;Peter F. Bringmann;NULL;0;Directing
11695;28194;Johannes Geyer;NULL;0;Camera
11696;28198;Delia M?ndelein;NULL;0;Costume  MakeUp
11697;28201;Christine Urspruch;09/16/1970;1;Acting
11698;28209;Niccol? Machiavelli;NULL;0;Writing
11699;28213;Huug van Tienhoven;NULL;0;Acting
11700;28218;Adri Schrover;NULL;0;Camera
11701;28219;Linda de Kooning;NULL;0;Directing
11702;28221;Joyce van Diepen;NULL;0;Writing
11703;28223;Kees de Groot;NULL;0;Sound
11704;28224;Willem Schneider;NULL;0;Sound
11705;28225;Jean-Fran?ois Garreaud;4.01.1947;0;Acting
11706;28226;Philip Bruning;NULL;0;Production
11707;28227;Arry Voorsmit;NULL;0;Production
11708;28228;S?verine Ferrer;10/31/1977;0;Acting
11709;28241;Tim Simonec;NULL;0;Sound
11710;28246;Lisa Langlois;03/15/1959;1;Acting
11711;28251;Jean Dalmain;NULL;0;Acting
11712;28254;Bernadette Lafont;10/26/1938;1;Acting
11713;28258;Alessandra Mussolini;12/30/1962;1;Acting
11714;28260;Andr? Barsacq;NULL;0;Directing
11715;28263;Jean-Gabriel Nordmann;NULL;0;Acting
11716;28265;Pascale de Boysson;NULL;0;Acting
11717;28273;Friederike Kempter;08/23/1979;1;Acting
11718;28277;Luce Garcia-Ville;NULL;1;Acting
11719;28278;Madeleine Barbul?e;9.02.1910;1;Acting
11720;28279;Agn?s Jaoui;10/19/1964;1;Acting
11721;28284;Jacques Mauclair;NULL;0;Acting
11722;28285;Rick Giovinazzo;NULL;0;Sound
11723;28294;Julika Jenkins;10/20/1971;1;Acting
11724;28297;Barbara Kowa;3.05.1973;1;Acting
11725;28298;Rainer-Maria Wittenauer;NULL;0;Acting
11726;28299;Gianni Meurer;NULL;0;Acting
11727;28300;Martina Schaak;NULL;0;Acting
11728;28302;Ingo J. Biermann;NULL;0;Directing
11729;28303;Steffen Ritter;NULL;0;Production
11730;28304;Christine Denk;NULL;0;Editing
11731;28305;Ralf Leutheuser;NULL;0;Sound
11732;28307;Alexander Bandilla;NULL;0;Directing
11733;28308;Doris Prilop;1.01.1962;1;Acting
11734;28309;Dennis Pauls;NULL;0;Camera
11735;28310;Bea Ausl?nder;NULL;0;Editing
11736;28311;Albrecht Kloepfer;NULL;0;Production
11737;28313;Roman Roszak;NULL;0;Sound
11738;28314;Stephan Schoenholtz;NULL;0;Directing
11739;28315;Christian Ziewer;NULL;0;Directing
11740;28323;Konstantin Paloff;NULL;0;Acting
11741;28329;Gaby Sylvia;03/24/1920;1;Acting
11742;28341;Gisela Marx;NULL;0;Acting
11743;28354;Arno Steffen;NULL;0;Sound
11744;28361;Anna Loos;11/18/1970;1;Acting
11745;28365;Tim Fischer;NULL;0;Acting
11746;28367;Joe Bausch;04/19/1953;0;Acting
11747;28374;Marko Markovi?;NULL;0;Acting
11748;28375;Aleksandra Manasijevi?;NULL;0;Acting
11749;28376;Mladen Nelevi?;NULL;0;Acting
11750;28377;Nenad Okanovi?;NULL;0;Acting
11751;28378;Slavoljub Pesic;NULL;0;Acting
11752;28379;Olga Odanovi?;08/29/1958;1;Acting
11753;28380;Mirjana ?ur?evi?;NULL;1;Acting
11754;28381;Zumrita Jakupovic;NULL;0;Acting
11755;28382;Svetislav Pe?i?;NULL;0;Acting
11756;28383;Marko Jeremi?;NULL;0;Acting
11757;28384;Jovo Maksi?;NULL;0;Acting
11758;28385;Du?an Mili?;1.01.1969;0;Writing
11759;28386;Petar Popovic;NULL;0;Camera
11760;28388;Dejan Pejovi?;NULL;0;Sound
11761;28389;Zora Mojsilovic;NULL;0;Costume  MakeUp
11762;28390;Marko Glu?ac;NULL;0;Editing
11763;28391;Thanassis Karathanos;NULL;0;Production
11764;28392;Goran Radakovi?;7.11.1964;0;Acting
11765;28395;Karoline Eichhorn;11.09.1965;1;Acting
11766;28401;Stuart M. Besser;NULL;0;Production
11767;28402;Dixie J. Capp;NULL;1;Production
11768;28405;Barbara Becker;11.01.1966;1;Acting
11769;28409;Iris Kiefer;NULL;0;Writing
11770;28412;Rebecca De Mornay;08/29/1959;1;Acting
11771;28418;Michael Hirsch;NULL;0;Acting
11772;28420;Lavinia Wilson;3.08.1980;1;Acting
11773;28427;Alexander Scherer;NULL;0;Art
11774;28428;Jochen Retter;NULL;0;Editing
11775;28433;Marion Mitterhammer;8.08.1965;1;Acting
11776;28439;Victoria Mayer;5.06.1976;1;Acting
11777;28440;Thomas Clemens;06/15/1970;0;Acting
11778;28451;Margot Rothkirch;NULL;0;Writing
11779;28453;Marita Breuer;01/20/1953;1;Acting
11780;28455;Andr? Besson;NULL;0;Writing
11781;28456;Alain Quercy;NULL;0;Acting
11782;28457;Carlos Leresche;NULL;0;Sound
11783;28458;Igaal Niddam;NULL;0;Directing
11784;28459;Rose-Marie Schneider;NULL;1;Production
11785;28460;Neige Dolsky;3.10.1911;1;Acting
11786;28461;Yvonne Stara;NULL;0;Acting
11787;28464;Jan Fethke;NULL;0;Writing
11788;28467;Hans-Joachim Wallstein;NULL;0;Writing
11789;28470;Lena Neumann;NULL;0;Editing
11790;28475;Emma Pierson;04/30/1981;1;Acting
11791;28480;Philip Herbert;NULL;0;Acting
11792;28481;Naomi Wattis;NULL;0;Acting
11793;28483;Sara Dee;NULL;1;Acting
11794;28484;Zenaida Yanowsky;NULL;0;Acting
11795;28490;Peter Maniura;NULL;0;Production
11796;28491;Hilary Salmon;NULL;0;Production
11797;28492;David Snodin;NULL;0;Production
11798;28493;Sue Gibson;NULL;1;Camera
11799;28495;Adam Jenkins;NULL;0;Production
11800;28496;Paula Turnbull;NULL;0;Production
11801;28497;William Diver;NULL;0;Editing
11802;28498;Julio D. Wallovits;NULL;0;Directing
11803;28500;David Gallart;NULL;0;Editing
11804;28501;Consol Tura;NULL;0;Production
11805;28502;Inma Ib??ez;NULL;0;Production
11806;28503;Luis Mi?arro;NULL;0;Production
11807;28504;M?riam Compte;NULL;0;Costume  MakeUp
11808;28505;Pascual Otal;NULL;0;Production
11809;28506;Pilartxo D?ez;NULL;0;Costume  MakeUp
11810;28508;Ulises Dumont;4.07.1937;0;Acting
11811;28509;Francesc Orella;6.11.1957;0;Acting
11812;28510;Gonzalo Cunill;NULL;0;Acting
11813;28512;Dora Santacreu;NULL;0;Acting
11814;28513;Rachel Lascar;NULL;0;Acting
11815;28515;Esther Bov?;NULL;0;Acting
11816;28516;Ferran Madico;NULL;0;Acting
11817;28517;Emili Corral;NULL;0;Writing
11818;28518;Iv?n Morales;NULL;0;Acting
11819;28519;Alba Garc?a;NULL;0;Acting
11820;28520;Andrea Santiago;NULL;0;Acting
11821;28522;Sebastian Roos;NULL;0;Sound
11822;28524;Florian K?hnle;NULL;0;Sound
11823;28525;Eva H?ppner;NULL;0;Editing
11824;28526;Kai Minierski;NULL;0;Editing
11825;28527;Tjorben Marieke D?rr;NULL;0;Costume  MakeUp
11826;28529;Max Milhahn;NULL;0;Production
11827;28530;Holger Lochau;NULL;0;Production
11828;28531;Alma Leiberg;1.01.1980;1;Acting
11829;28533;Anna Bolk;NULL;0;Acting
11830;28535;Benjamin Knight;NULL;0;Acting
11831;28536;Maya M?ller;NULL;0;Acting
11832;28537;Miriam Glinka;06/27/1979;0;Acting
11833;28538;Sebastian Suba;NULL;0;Acting
11834;28539;Rahel Savoldelli;NULL;0;Acting
11835;28540;Anne Misselwitz;NULL;1;Camera
11836;28541;Dirk Hendler;NULL;0;Lighting
11837;28543;Linus de Paoli;NULL;0;Writing
11838;28544;Ana-Felicia Scutelnicu;NULL;0;Writing
11839;28545;Andreas Louis;NULL;0;Production
11840;28546;Anna Brandt;NULL;0;Acting
11841;28547;Sol Bondy;NULL;0;Production
11842;28548;Thomas J?rg;NULL;0;Camera
11843;28550;Robert Wriedt;NULL;0;Sound
11844;28552;Maryam Zaree;07/22/1983;1;Acting
11845;28554;Michael Kuhlmann;NULL;0;Camera
11846;28555;Lydia Gorstein;NULL;0;Sound
11847;28556;Claudia Falco;NULL;0;Acting
11848;28557;Sandra Pohl;NULL;0;Acting
11849;28559;Christy Leonardo;NULL;0;Acting
11850;28560;Anna Guddat;NULL;0;Production
11851;28562;Katharina Rivilis;08/22/1985;1;Acting
11852;28565;Karin Fredersdorf;NULL;0;Acting
11853;28566;Hua-Ta Tang ;NULL;0;Acting
11854;28568;Ruth-Maria Kubitschek;8.02.1931;1;Acting
11855;28573;Julius Ongewe;NULL;0;Acting
11856;28574;Michail N. Postnikow;NULL;0;Acting
11857;28580;Sascha Bachmann;05/17/1983;0;Directing
11858;28581;Andrej Goduljan;NULL;0;Camera
11859;28582;Christopher Reich;NULL;0;Editing
11860;28583;Michael F. Stoerzer;NULL;0;Acting
11861;28584;Kerstin Linnartz;8.04.1976;1;Acting
11862;28585;Sascia Haj;11.03.1971;0;Acting
11863;28587;Nikolaus Firmkranz;NULL;0;Production
11864;28588;Dominique Wolf;NULL;0;Acting
11865;28589;Smina Bluth;NULL;0;Crew
11866;28590;Benjamin Gurn;NULL;0;Editing
11867;28591;Markus Schaller;NULL;0;Camera
11868;28592;Stefan Preuhs;NULL;0;Camera
11869;28594;Christoph Grissemann;05/17/1966;0;Acting
11870;28595;Dirk Stermann;12.07.1965;0;Acting
11871;28597;Philip Bialowski;NULL;0;Acting
11872;28598;Eva Maria Neubauer;NULL;1;Acting
11873;28599;Gabriele Heckel;NULL;0;Acting
11874;28600;Silke Jandl;NULL;0;Acting
11875;28602;Marion Dimali;NULL;1;Acting
11876;28604;Alexander Rieder;NULL;0;Camera
11877;28606;Anne-Marie Coffinet;05/16/1933;1;Acting
11878;28607;Jacques Couturier;NULL;0;Acting
11879;28608;Anne Vernon;1.07.1924;1;Acting
11880;28610;Mich?le Montel;NULL;0;Acting
11881;28611;B?atrice Romand;04/16/1952;1;Acting
11882;28616;Laurence de Monaghan;NULL;0;Acting
11883;28617;Aurora Cornu;NULL;0;Acting
11884;28618;G?rard Falconetti;NULL;0;Acting
11885;28619;J?rg Kalt;NULL;0;Writing
11886;28621;Thomas Schindler;NULL;0;Lighting
11887;28622;Katharina W?ppermann;NULL;1;Art
11888;28623;Martha Ruess;05/14/1980;1;Costume  MakeUp
11889;28625;Oliver Neumann;NULL;0;Editing
11890;28626;Arielle Dombasle;04/27/1953;1;Acting
11891;28627;Sophie Renoir;NULL;1;Acting
11892;28628;Emmanuelle Baccarini;NULL;0;Acting
11893;28629;Dietmar Kracht;1.01.1941;0;Acting
11894;28630;Luzi Kryn;03/14/1919;0;Acting
11895;28631;Steven Adamczewski;NULL;0;Acting
11896;28639;Carmen Electra;04/20/1972;1;Acting
11897;28639;Carmen Electra;04/20/1972;1;Acting
11898;28640;Molly Shannon;09/16/1964;1;Acting
11899;28642;Wang Hui-Ling;NULL;0;Writing
11900;28643;Horst Hardt;NULL;0;Camera
11901;28645;Marianne Schmidt;NULL;0;Costume  MakeUp
11902;28647;Monika Hildebrandt;NULL;0;Acting
11903;28648;Maika Joseph;NULL;0;Acting
11904;28649;Micaela Krei?ler;06/16/1941;1;Acting
11905;28651;Helga Labudda;04/27/1935;1;Acting
11906;28652;Christine Laszar;12/19/1931;1;Acting
11907;28653;Axel M?ller;NULL;0;Acting
11908;28654;Uta-Maria Sch?tze;1.01.1944;1;Acting
11909;28655;Otto Stark;4.02.1922;0;Acting
11910;28660;Emilie de Ravin;12/27/1981;1;Acting
11911;28662;Yunjin Kim;11.07.1973;1;Acting
11912;28663;Abdul Ghani;NULL;0;Acting
11913;28664;Jawan Mard Homayoun;NULL;0;Acting
11914;28666;Walli Tallosh;NULL;0;Acting
11915;28667;Guilda Chahverdi;NULL;0;Acting
11916;28668;Kader Arefi;NULL;0;Acting
11917;28672;Kambuzia Partovi;11.11.1955;0;Writing
11918;28673;Andr? Rigaut;NULL;0;Sound
11919;28674;Khaled Arman;NULL;0;Sound
11920;28676;Fran?oise Bertin;09/23/1925;1;Acting
11921;28677;Dani?le Lebrun;07/24/1937;1;Acting
11922;28678;Marie-France Mignal;4.03.1940;1;Acting
11923;28679;B?atrice Michel;02/21/1959;1;Acting
11924;28680;Kahena Saighi;NULL;1;Acting
11925;28681;H?l?ne Surg?re;10/20/1928;1;Acting
11926;28682;Juliette Arnaud;3.06.1973;1;Acting
11927;28684;Anna Gavalda;NULL;0;Writing
11928;28688;Sylvie Gautrelet;NULL;0;Costume  MakeUp
11929;28689;Thierry Mauvoisin;NULL;0;Acting
11930;28691;Nicole Firn;NULL;0;Production
11931;28692;Nathalie Rheims;04/25/1959;1;Production
11932;28697;Miroslaw Jakubowski;NULL;0;Costume  MakeUp
11933;28698;Helga Gentz;NULL;0;Editing
11934;28699;Stanislaw Dulz;NULL;0;Directing
11935;28700;Gerda Eggers-Ebert;NULL;1;Directing
11936;28701;Kurt Marks;NULL;0;Crew
11937;28702;Maria Starzenska;NULL;0;Directing
11938;28703;Heinz Mielke;NULL;0;Crew
11939;28704;Olgierd Wolczek;NULL;0;Sound
11940;28705;Ahn Dao Pham Huy;NULL;0;Acting
11941;28706;Jean Hounsinou;NULL;0;Acting
11942;28708;Randy Shilts;NULL;0;Writing
11943;28709;Promod Pandey;NULL;0;Acting
11944;28710;Irena Karel;8.10.1943;0;Acting
11945;28711;Marcia Basichis;NULL;0;Production
11946;28712;Piotr Paw?owski;08/19/1925;0;Acting
11947;28713;Karen J. McCabe;NULL;0;Production
11948;28714;Sarah Pillsbury;NULL;1;Production
11949;28716;Soheir El-Morshidy;NULL;0;Acting
11950;28719;Aubrey Pankey;NULL;0;Acting
11951;28721;Berndt Renn?;NULL;0;Acting
11952;28724;Marianne Christina Schilling;11.06.1928;1;Acting
11953;28725;John Appel;NULL;0;Directing
11954;28726;Jan Eilander;NULL;0;Writing
11955;28727;Frank van den Engel;NULL;0;Production
11956;28729;Andr? Hazes;06/19/2013;0;Acting
11957;28730;Jos Brink;06/19/1942;0;Acting
11958;28732;Rachel Hazes;NULL;0;Acting
